,Site,Index,Latitude,Longitude,Climate,Population Status,Weight,Height,Wing Chord,Colour,Sex,Nesting Site,Nesting Height,Number of Eggs,Egg Weight,Flock,Home Range,Flock Size,Predator Presence,Predator Type
740,French Guiana,FG,4,-53,Coastal,Introduced,24.13,19.63,8.69,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
741,French Guiana,FG,4,-53,Coastal,Introduced,21.23,18.23,8.48,Black,Female,Shrub,45.47,9,1.9,D,Small,41,Yes,Hawk
742,French Guiana,FG,4,-53,Coastal,Introduced,22.07,19.07,8.61,Black,Female,Tree,1645.84,9,1.99,C,Small,50,Yes,Hawk
743,French Guiana,FG,4,-53,Coastal,Introduced,21.83,17.33,8.35,Grey,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
744,French Guiana,FG,4,-53,Coastal,Introduced,22.62,18.12,8.47,Grey,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
745,French Guiana,FG,4,-53,Coastal,Introduced,23.83,19.33,8.65,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
746,French Guiana,FG,4,-53,Coastal,Introduced,23.66,19.16,8.62,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
747,French Guiana,FG,4,-53,Coastal,Introduced,23.67,19.17,8.63,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
748,French Guiana,FG,4,-53,Coastal,Introduced,22.55,19.55,8.68,Black,Female,Tree,706.19,10,2.45,C,Small,50,Yes,Hawk
749,French Guiana,FG,4,-53,Coastal,Introduced,21.92,18.92,8.59,Black,Female,Shrub,29.85,9,1.99,C,Small,50,Yes,Hawk
750,French Guiana,FG,4,-53,Coastal,Introduced,22.91,19.91,8.74,Black,Female,Shrub,50.74,9,1.93,D,Small,41,Yes,Hawk
751,French Guiana,FG,4,-53,Coastal,Introduced,21.6,17.1,8.31,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
752,French Guiana,FG,4,-53,Coastal,Introduced,20.8,17.8,8.42,Brown,Female,Tree,972.89,9,2.11,E,Small,57,Yes,Hawk
753,French Guiana,FG,4,-53,Coastal,Introduced,22.99,18.49,8.52,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
754,French Guiana,FG,4,-53,Coastal,Introduced,22.57,19.57,8.69,Black,Female,Shrub,32.7,9,2.06,E,Small,57,Yes,Hawk
755,French Guiana,FG,4,-53,Coastal,Introduced,23.68,19.18,8.63,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
756,French Guiana,FG,4,-53,Coastal,Introduced,23.2,20.2,8.78,Black,Female,Tree,83.8,8,1.88,D,Small,41,Yes,Hawk
757,French Guiana,FG,4,-53,Coastal,Introduced,21.75,18.75,8.56,Black,Female,Shrub,50.43,9,2.15,E,Small,57,Yes,Hawk
758,French Guiana,FG,4,-53,Coastal,Introduced,23.51,19.01,8.6,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
759,French Guiana,FG,4,-53,Coastal,Introduced,23.23,20.23,8.78,Brown,Female,Shrub,46.4,9,2.18,E,Small,57,Yes,Hawk
760,French Guiana,FG,4,-53,Coastal,Introduced,21.71,18.71,8.56,Black,Female,Shrub,32.87,10,2.55,D,Small,41,Yes,Hawk
761,French Guiana,FG,4,-53,Coastal,Introduced,21.3,18.3,8.49,Black,Female,Shrub,14.71,10,2.34,C,Small,50,Yes,Hawk
762,French Guiana,FG,4,-53,Coastal,Introduced,23.16,20.16,8.77,Black,Female,Shrub,33.92,9,2.16,D,Small,41,Yes,Hawk
763,French Guiana,FG,4,-53,Coastal,Introduced,24.69,20.19,8.78,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
764,French Guiana,FG,4,-53,Coastal,Introduced,23.81,19.31,8.65,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
765,French Guiana,FG,4,-53,Coastal,Introduced,24.79,20.29,8.79,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
766,French Guiana,FG,4,-53,Coastal,Introduced,24.12,19.62,8.69,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
767,French Guiana,FG,4,-53,Coastal,Introduced,20,17,8.3,Black,Female,Shrub,50.74,8,1.86,D,Small,41,Yes,Hawk
768,French Guiana,FG,4,-53,Coastal,Introduced,24.5,20,8.75,Grey,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
769,French Guiana,FG,4,-53,Coastal,Introduced,22.08,19.08,8.61,Black,Female,Shrub,70.96,9,2.19,D,Small,41,Yes,Hawk
770,French Guiana,FG,4,-53,Coastal,Introduced,20.16,17.16,8.32,Brown,Female,Shrub,41.95,9,2.17,E,Small,57,Yes,Hawk
771,French Guiana,FG,4,-53,Coastal,Introduced,20.41,17.41,8.36,Black,Female,Tree,1310.76,9,1.98,D,Small,41,Yes,Hawk
772,French Guiana,FG,4,-53,Coastal,Introduced,21,18,8.45,Black,Female,Shrub,30.05,9,1.93,D,Small,41,Yes,Hawk
773,French Guiana,FG,4,-53,Coastal,Introduced,23.8,19.3,8.64,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
774,French Guiana,FG,4,-53,Coastal,Introduced,21.91,18.91,8.59,Brown,Female,Shrub,25.4,9,2.05,E,Small,57,Yes,Hawk
775,French Guiana,FG,4,-53,Coastal,Introduced,24.17,19.67,8.7,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
776,French Guiana,FG,4,-53,Coastal,Introduced,23.16,20.16,8.77,Black,Female,Shrub,30.03,10,2.41,C,Small,50,Yes,Hawk
777,French Guiana,FG,4,-53,Coastal,Introduced,24.35,19.85,8.73,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
778,French Guiana,FG,4,-53,Coastal,Introduced,20.96,16.46,8.22,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
779,French Guiana,FG,4,-53,Coastal,Introduced,22.89,18.39,8.51,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
780,French Guiana,FG,4,-53,Coastal,Introduced,21.95,17.45,8.37,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
781,French Guiana,FG,4,-53,Coastal,Introduced,24.24,19.74,8.71,Grey,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
782,French Guiana,FG,4,-53,Coastal,Introduced,23.75,19.25,8.64,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
783,French Guiana,FG,4,-53,Coastal,Introduced,21.44,18.44,8.52,Brown,Female,Shrub,36.52,9,2.21,E,Small,57,Yes,Hawk
784,French Guiana,FG,4,-53,Coastal,Introduced,22.53,19.53,8.68,Black,Female,Shrub,71.28,10,2.41,D,Small,41,Yes,Hawk
785,French Guiana,FG,4,-53,Coastal,Introduced,20.46,17.46,8.37,Brown,Female,Shrub,36.78,9,2.15,E,Small,57,Yes,Hawk
786,French Guiana,FG,4,-53,Coastal,Introduced,22.87,18.37,8.51,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
787,French Guiana,FG,4,-53,Coastal,Introduced,21.12,18.12,8.47,Brown,Female,Shrub,32.12,8,1.71,E,Small,57,Yes,Hawk
788,French Guiana,FG,4,-53,Coastal,Introduced,21.69,18.69,8.55,Brown,Female,Shrub,45.74,9,1.94,E,Small,57,Yes,Hawk
789,French Guiana,FG,4,-53,Coastal,Introduced,21.85,18.85,8.58,Brown,Female,Tree,752.38,9,2,E,Small,57,Yes,Hawk
790,French Guiana,FG,4,-53,Coastal,Introduced,22.45,19.45,8.67,Black,Female,Shrub,42,9,2.16,E,Small,57,Yes,Hawk
791,French Guiana,FG,4,-53,Coastal,Introduced,22.99,19.99,8.75,Brown,Female,Shrub,28.44,9,2.04,E,Small,57,Yes,Hawk
792,French Guiana,FG,4,-53,Coastal,Introduced,23.77,19.27,8.64,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
793,French Guiana,FG,4,-53,Coastal,Introduced,23.52,19.02,8.6,Grey,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
794,French Guiana,FG,4,-53,Coastal,Introduced,23.2,18.7,8.56,Black,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
795,French Guiana,FG,4,-53,Coastal,Introduced,23.21,18.71,8.56,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
796,French Guiana,FG,4,-53,Coastal,Introduced,23.11,20.11,8.77,Black,Female,Shrub,48.61,10,2.39,C,Small,50,Yes,Hawk
797,French Guiana,FG,4,-53,Coastal,Introduced,21.31,18.31,8.5,Brown,Female,Tree,1614.95,9,2.27,E,Small,57,Yes,Hawk
798,French Guiana,FG,4,-53,Coastal,Introduced,22.54,18.04,8.46,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
799,French Guiana,FG,4,-53,Coastal,Introduced,22.14,19.14,8.62,Brown,Female,Shrub,50.72,9,1.91,E,Small,57,Yes,Hawk
800,French Guiana,FG,4,-53,Coastal,Introduced,23.29,20.29,8.79,Black,Female,Shrub,78.46,9,2.09,C,Small,50,Yes,Hawk
801,French Guiana,FG,4,-53,Coastal,Introduced,22.5,19.5,8.67,Brown,Female,Shrub,62.99,9,2.12,E,Small,57,Yes,Hawk
802,French Guiana,FG,4,-53,Coastal,Introduced,21.92,18.92,8.59,Brown,Female,Shrub,49.22,8,1.89,E,Small,57,Yes,Hawk
803,French Guiana,FG,4,-53,Coastal,Introduced,19.96,16.96,8.29,Black,Female,Shrub,26.96,9,2.13,D,Small,41,Yes,Hawk
804,French Guiana,FG,4,-53,Coastal,Introduced,25.31,20.81,8.87,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
805,French Guiana,FG,4,-53,Coastal,Introduced,23.08,18.58,8.54,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
806,French Guiana,FG,4,-53,Coastal,Introduced,20.57,17.57,8.39,Black,Female,Shrub,51.98,10,2.36,C,Small,50,Yes,Hawk
807,French Guiana,FG,4,-53,Coastal,Introduced,23.17,18.67,8.55,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
808,French Guiana,FG,4,-53,Coastal,Introduced,20.95,17.95,8.44,Black,Female,Shrub,50.28,8,1.87,D,Small,41,Yes,Hawk
809,French Guiana,FG,4,-53,Coastal,Introduced,21.7,17.2,8.33,Black,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
810,French Guiana,FG,4,-53,Coastal,Introduced,22.38,17.88,8.43,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
811,French Guiana,FG,4,-53,Coastal,Introduced,23.64,19.14,8.62,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
812,French Guiana,FG,4,-53,Coastal,Introduced,23.27,18.77,8.57,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
813,French Guiana,FG,4,-53,Coastal,Introduced,21.57,18.57,8.54,Brown,Female,Shrub,36.15,9,2.14,E,Small,57,Yes,Hawk
814,French Guiana,FG,4,-53,Coastal,Introduced,22.37,19.37,8.66,Black,Female,Shrub,32.2,9,2.26,D,Small,41,Yes,Hawk
815,French Guiana,FG,4,-53,Coastal,Introduced,20.76,16.26,8.19,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
816,French Guiana,FG,4,-53,Coastal,Introduced,22.12,17.62,8.39,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
817,French Guiana,FG,4,-53,Coastal,Introduced,22.44,19.44,8.67,Black,Female,Shrub,41.3,9,1.95,C,Small,50,Yes,Hawk
818,French Guiana,FG,4,-53,Coastal,Introduced,23.42,18.92,8.59,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
819,French Guiana,FG,4,-53,Coastal,Introduced,24.38,19.88,8.73,Black,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
820,French Guiana,FG,4,-53,Coastal,Introduced,23.67,19.17,8.63,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
821,French Guiana,FG,4,-53,Coastal,Introduced,23.3,20.3,8.79,Brown,Female,Tree,1063.79,8,1.78,E,Small,57,Yes,Hawk
822,French Guiana,FG,4,-53,Coastal,Introduced,20.73,17.73,8.41,Black,Female,Tree,906.59,9,2.27,D,Small,41,Yes,Hawk
823,French Guiana,FG,4,-53,Coastal,Introduced,22.92,18.42,8.51,Black,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
824,French Guiana,FG,4,-53,Coastal,Introduced,23.94,19.44,8.67,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
825,French Guiana,FG,4,-53,Coastal,Introduced,24.15,19.65,8.7,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
826,French Guiana,FG,4,-53,Coastal,Introduced,22.63,18.13,8.47,Grey,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
827,French Guiana,FG,4,-53,Coastal,Introduced,24.93,20.43,8.81,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
828,French Guiana,FG,4,-53,Coastal,Introduced,21.67,17.17,8.32,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
829,French Guiana,FG,4,-53,Coastal,Introduced,22.63,19.63,8.7,Black,Female,Shrub,68.09,9,2.03,C,Small,50,Yes,Hawk
830,French Guiana,FG,4,-53,Coastal,Introduced,22.61,19.61,8.69,Black,Female,Shrub,53.19,9,1.96,D,Small,41,Yes,Hawk
831,French Guiana,FG,4,-53,Coastal,Introduced,23.75,19.25,8.64,Grey,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
832,French Guiana,FG,4,-53,Coastal,Introduced,22.55,18.05,8.46,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
833,French Guiana,FG,4,-53,Coastal,Introduced,23.7,19.2,8.63,Grey,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
834,French Guiana,FG,4,-53,Coastal,Introduced,23.43,20.43,8.81,Black,Female,Shrub,68.47,9,1.91,D,Small,41,Yes,Hawk
835,French Guiana,FG,4,-53,Coastal,Introduced,21.15,18.15,8.47,Black,Female,Tree,1324.25,9,2.25,D,Small,41,Yes,Hawk
836,French Guiana,FG,4,-53,Coastal,Introduced,24.01,21.01,8.9,Black,Female,Shrub,48.75,9,2.01,E,Small,57,Yes,Hawk
837,French Guiana,FG,4,-53,Coastal,Introduced,23.27,18.77,8.57,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
838,French Guiana,FG,4,-53,Coastal,Introduced,22.46,17.96,8.44,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
839,French Guiana,FG,4,-53,Coastal,Introduced,21.83,18.83,8.57,Black,Female,Shrub,15.56,9,2.05,E,Small,57,Yes,Hawk
840,French Guiana,FG,4,-53,Coastal,Introduced,21.28,18.28,8.49,Black,Female,Shrub,32.86,9,1.97,D,Small,41,Yes,Hawk
841,French Guiana,FG,4,-53,Coastal,Introduced,20.6,17.6,8.39,Black,Female,Shrub,37.52,9,2.26,C,Small,50,Yes,Hawk
842,French Guiana,FG,4,-53,Coastal,Introduced,23.48,18.98,8.6,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
843,French Guiana,FG,4,-53,Coastal,Introduced,23.25,18.75,8.56,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
844,French Guiana,FG,4,-53,Coastal,Introduced,20.41,17.41,8.36,Black,Female,Shrub,49.58,8,1.8,D,Small,41,Yes,Hawk
845,French Guiana,FG,4,-53,Coastal,Introduced,22.78,19.78,8.72,Black,Female,Shrub,40.66,9,2.19,D,Small,41,Yes,Hawk
846,French Guiana,FG,4,-53,Coastal,Introduced,23.55,19.05,8.61,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
847,French Guiana,FG,4,-53,Coastal,Introduced,22.98,18.48,8.52,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
848,French Guiana,FG,4,-53,Coastal,Introduced,22.23,19.23,8.64,Black,Female,Tree,757.33,9,2.28,C,Small,50,Yes,Hawk
849,French Guiana,FG,4,-53,Coastal,Introduced,22.6,19.6,8.69,Brown,Female,Shrub,66.87,9,2.04,E,Small,57,Yes,Hawk
850,French Guiana,FG,4,-53,Coastal,Introduced,24.74,20.24,8.79,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
851,French Guiana,FG,4,-53,Coastal,Introduced,21.58,18.58,8.54,Black,Female,Shrub,58.11,9,2.23,D,Small,41,Yes,Hawk
852,French Guiana,FG,4,-53,Coastal,Introduced,22.91,18.41,8.51,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
853,French Guiana,FG,4,-53,Coastal,Introduced,25.09,20.59,8.84,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
854,French Guiana,FG,4,-53,Coastal,Introduced,22.73,19.73,8.71,Black,Female,Shrub,30.71,8,1.87,D,Small,41,Yes,Hawk
855,French Guiana,FG,4,-53,Coastal,Introduced,23.93,19.43,8.66,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
856,French Guiana,FG,4,-53,Coastal,Introduced,22.17,19.17,8.63,Black,Female,Shrub,44.52,9,2.23,C,Small,50,Yes,Hawk
857,French Guiana,FG,4,-53,Coastal,Introduced,22.3,19.3,8.65,Black,Female,Shrub,46.71,9,1.95,E,Small,57,Yes,Hawk
858,French Guiana,FG,4,-53,Coastal,Introduced,21.77,18.77,8.57,Black,Female,Shrub,29.2,9,2.11,C,Small,50,Yes,Hawk
859,French Guiana,FG,4,-53,Coastal,Introduced,23.53,20.53,8.83,Black,Female,Shrub,47.34,8,1.77,C,Small,50,Yes,Hawk
860,French Guiana,FG,4,-53,Coastal,Introduced,21.7,18.7,8.56,Black,Female,Shrub,64.51,9,1.92,D,Small,41,Yes,Hawk
861,French Guiana,FG,4,-53,Coastal,Introduced,21.68,18.68,8.55,Black,Female,Shrub,27.66,9,2.17,E,Small,57,Yes,Hawk
862,French Guiana,FG,4,-53,Coastal,Introduced,23.09,18.59,8.54,Black,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
863,French Guiana,FG,4,-53,Coastal,Introduced,22.46,19.46,8.67,Black,Female,Shrub,48.24,9,2.13,E,Small,57,Yes,Hawk
864,French Guiana,FG,4,-53,Coastal,Introduced,21.01,18.01,8.45,Black,Female,Shrub,57.07,9,2.13,E,Small,57,Yes,Hawk
865,French Guiana,FG,4,-53,Coastal,Introduced,21.12,18.12,8.47,Brown,Female,Shrub,34.02,9,2.21,E,Small,57,Yes,Hawk
866,French Guiana,FG,4,-53,Coastal,Introduced,24.57,20.07,8.76,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
867,French Guiana,FG,4,-53,Coastal,Introduced,19.79,16.79,8.27,Black,Female,Shrub,20.73,9,2.08,E,Small,57,Yes,Hawk
868,French Guiana,FG,4,-53,Coastal,Introduced,24.22,19.72,8.71,Grey,Male,NA,     NA,   NA,  NA,A,Small,44,Yes,Hawk
869,French Guiana,FG,4,-53,Coastal,Introduced,23.46,18.96,8.59,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
870,French Guiana,FG,4,-53,Coastal,Introduced,24.97,20.47,8.82,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
871,French Guiana,FG,4,-53,Coastal,Introduced,23.18,20.18,8.78,Black,Female,Shrub,57.59,9,2.28,D,Small,41,Yes,Hawk
872,French Guiana,FG,4,-53,Coastal,Introduced,21.34,18.34,8.5,Black,Female,Shrub,39.73,8,1.72,D,Small,41,Yes,Hawk
873,French Guiana,FG,4,-53,Coastal,Introduced,21.84,18.84,8.58,Black,Female,Tree,1938.7,8,1.86,D,Small,41,Yes,Hawk
874,French Guiana,FG,4,-53,Coastal,Introduced,19.53,16.53,8.23,Black,Female,Shrub,34.26,9,2,C,Small,50,Yes,Hawk
875,French Guiana,FG,4,-53,Coastal,Introduced,21.69,18.69,8.55,Black,Female,Tree,1077.88,9,2.21,C,Small,50,Yes,Hawk
876,French Guiana,FG,4,-53,Coastal,Introduced,22.7,19.7,8.71,Black,Female,Shrub,30.9,9,2.14,E,Small,57,Yes,Hawk
877,French Guiana,FG,4,-53,Coastal,Introduced,23.04,18.54,8.53,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
878,French Guiana,FG,4,-53,Coastal,Introduced,22.41,17.91,8.44,Grey,Male,NA,     NA,   NA,  NA,C,Small,50,Yes,Hawk
879,French Guiana,FG,4,-53,Coastal,Introduced,22.45,19.45,8.67,Black,Female,Shrub,55.95,10,2.34,D,Small,41,Yes,Hawk
880,French Guiana,FG,4,-53,Coastal,Introduced,21.63,18.63,8.54,Black,Female,Tree,752.66,9,2.05,C,Small,50,Yes,Hawk
881,French Guiana,FG,4,-53,Coastal,Introduced,22.8,19.8,8.72,Brown,Female,Shrub,38.43,9,2.1,E,Small,57,Yes,Hawk
882,French Guiana,FG,4,-53,Coastal,Introduced,20.98,17.98,8.45,Brown,Female,Tree,1146.02,10,2.35,E,Small,57,Yes,Hawk
883,French Guiana,FG,4,-53,Coastal,Introduced,19.73,16.73,8.26,Black,Female,Shrub,41.26,9,2.04,E,Small,57,Yes,Hawk
884,French Guiana,FG,4,-53,Coastal,Introduced,23.01,18.51,8.53,Grey,Male,NA,     NA,   NA,  NA,B,Small,58,Yes,Hawk
885,French Guiana,FG,4,-53,Coastal,Introduced,21.59,18.59,8.54,Black,Female,Shrub,34.92,9,1.96,D,Small,41,Yes,Hawk
886,South America,SA,14.6,-57.7,Coastal,Introduced,28.81,14.94,7.24,Brown,Female,Tree,1006.56,4,2.65,C,Small,31,No,NA
887,South America,SA,14.6,-57.7,Coastal,Introduced,30.11,14.74,7.21,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
888,South America,SA,14.6,-57.7,Coastal,Introduced,28.92,13.55,7.04,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
889,South America,SA,14.6,-57.7,Coastal,Introduced,28.2,14.32,7.15,Black,Female,Shrub,45.28,3,2.61,D,Small,18,No,NA
890,South America,SA,14.6,-57.7,Coastal,Introduced,30.59,15.22,7.29,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
891,South America,SA,14.6,-57.7,Coastal,Introduced,30.68,15.31,7.3,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
892,South America,SA,14.6,-57.7,Coastal,Introduced,29.09,13.72,7.06,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
893,South America,SA,14.6,-57.7,Coastal,Introduced,29.93,14.56,7.19,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
894,South America,SA,14.6,-57.7,Coastal,Introduced,27.17,13.3,7,Black,Female,Shrub,42.24,3,2.37,D,Small,18,No,NA
895,South America,SA,14.6,-57.7,Coastal,Introduced,30.04,14.67,7.2,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
896,South America,SA,14.6,-57.7,Coastal,Introduced,29.9,16.02,7.41,Black,Female,Tree,935.51,3,2.52,D,Small,18,No,NA
897,South America,SA,14.6,-57.7,Coastal,Introduced,29.55,15.68,7.35,Brown,Female,Shrub,24.43,4,2.7,C,Small,31,No,NA
898,South America,SA,14.6,-57.7,Coastal,Introduced,30.06,14.68,7.21,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
899,South America,SA,14.6,-57.7,Coastal,Introduced,29.78,15.91,7.39,Brown,Female,Shrub,36.01,4,2.72,C,Small,31,No,NA
900,South America,SA,14.6,-57.7,Coastal,Introduced,31.04,15.66,7.35,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
901,South America,SA,14.6,-57.7,Coastal,Introduced,30.38,15.01,7.25,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
902,South America,SA,14.6,-57.7,Coastal,Introduced,29.34,13.97,7.1,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
903,South America,SA,14.6,-57.7,Coastal,Introduced,30.1,14.73,7.21,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
904,South America,SA,14.6,-57.7,Coastal,Introduced,31.22,15.85,7.38,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
905,South America,SA,14.6,-57.7,Coastal,Introduced,29.28,15.41,7.31,Grey,Female,Shrub,49.42,3,2.4,E,Small,16,No,NA
906,South America,SA,14.6,-57.7,Coastal,Introduced,28.2,14.33,7.15,Grey,Female,Shrub,50.85,3,2.57,E,Small,16,No,NA
907,South America,SA,14.6,-57.7,Coastal,Introduced,26.61,12.74,6.91,Black,Female,Tree,520.03,3,2.32,D,Small,18,No,NA
908,South America,SA,14.6,-57.7,Coastal,Introduced,28.12,14.25,7.14,Black,Female,Shrub,26.88,3,2.59,D,Small,18,No,NA
909,South America,SA,14.6,-57.7,Coastal,Introduced,28.18,12.8,6.92,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
910,South America,SA,14.6,-57.7,Coastal,Introduced,29.03,13.66,7.05,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
911,South America,SA,14.6,-57.7,Coastal,Introduced,28.42,14.55,7.18,Black,Female,Tree,790.29,4,2.86,D,Small,18,No,NA
912,South America,SA,14.6,-57.7,Coastal,Introduced,28.11,14.24,7.14,Grey,Female,Tree,1103.09,4,2.79,E,Small,16,No,NA
913,South America,SA,14.6,-57.7,Coastal,Introduced,29.42,14.05,7.11,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
914,South America,SA,14.6,-57.7,Coastal,Introduced,28.69,14.82,7.23,Black,Female,Shrub,39.54,3,2.6,D,Small,18,No,NA
915,South America,SA,14.6,-57.7,Coastal,Introduced,30.04,14.67,7.2,Brown,Male,NA,     NA,   NA,  NA,B,Small,28,No,NA
916,South America,SA,14.6,-57.7,Coastal,Introduced,26.94,13.07,6.96,Brown,Female,Tree,1136.43,4,2.84,C,Small,31,No,NA
917,South America,SA,14.6,-57.7,Coastal,Introduced,30.22,14.85,7.23,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
918,South America,SA,14.6,-57.7,Coastal,Introduced,31.26,15.89,7.39,Brown,Male,NA,     NA,   NA,  NA,A,Small,21,No,NA
919,South America,SA,14.6,-57.7,Coastal,Introduced,28.98,15.11,7.27,Grey,Female,Shrub,20.6,4,2.79,E,Small,16,No,NA
920,South America,SA,14.6,-57.7,Coastal,Introduced,28.91,13.54,7.03,Brown,Male,NA,     NA,   NA,  NA,C,Small,31,No,NA
921,South America,SA,14.6,-57.7,Coastal,Introduced,27.36,13.49,7.03,Black,Female,Shrub,41.15,4,2.66,D,Small,18,No,NA
922,South America,SA,14.6,-57.7,Coastal,Introduced,29.16,15.29,7.3,Grey,Female,Shrub,61.53,3,2.45,E,Small,16,No,NA
923,South America,SA,14.6,-57.7,Coastal,Introduced,27.04,13.16,6.98,Grey,Female,Shrub,56.34,3,2.6,E,Small,16,No,NA
924,South America,SA,14.6,-57.7,Coastal,Introduced,28.47,14.6,7.19,Black,Female,Shrub,41.43,4,2.83,D,Small,18,No,NA
